O*NET-SOC Code,Title,ANALYTICAL,Fluency of Ideas,Originality,Problem Sensitivity,Deductive Reasoning,Inductive Reasoning,Information Ordering,Category Flexibility,Innovation,Analytical Thinking,Critical Thinking,Active Learning,Learning Strategies,Complex Problem Solving,Operations Analysis,"Judging the Qualities of Things, Services, or People",Analyzing Data or Information,Making Decisions and Solving Problems,Thinking Creatively,Updating and Using Relevant Knowledge,Developing Objectives and Strategies
39-5093.00,Shampooers,0,1.75,1.62,2.25,2.38,2.38,2,2.25,3.25,3.23,2.12,2,1.75,1.88,0.25,2.3,1.63,2.85,2.9,3.05,1.71
47-2211.00,Sheet Metal Workers,NA,2.75,2.25,2.88,3,2.88,3,3.12,3.75,3.72,3,2.38,2.38,2.75,1.88,2.79,3.2,3.89,3.62,3.75,2.78
33-3051.03,Sheriffs and Deputy Sheriffs,NA,3,3,4.12,4,4,3.25,3.25,3.14,3.91,3.88,3.25,3,3.62,1.88,4.45,3.94,4.99,4.04,4.72,3.6
53-5021.01,Ship and Boat Captains,NA,3,3,4,3.88,3.88,3.25,3.38,3.31,3.63,3.88,3.38,3.38,3.12,2,3.96,3.45,4.86,3.63,4.65,3.37
53-5031.00,Ship Engineers,NA,3,3.12,4.12,3.75,3.88,3.75,3.25,3.58,4.22,3.75,3.12,2.62,3.38,1.25,3.72,2.48,4.38,4,4.33,2.48
43-5071.00,"Shipping, Receiving, and Traffic Clerks",NA,2.38,2.25,2.75,3.12,2.88,2.88,3,3.18,3.32,3,2.12,2.25,2.38,0.5,3.12,2.67,3.31,2.75,3.2,2.01
51-6041.00,Shoe and Leather Workers and Repairers,0,0.88,0.88,2.5,2.5,2.38,2.63,2.63,3.37,2.63,2.62,1.75,0.12,2,1.12,1.96,1.11,2.02,1.92,2.01,1.57
51-6042.00,Shoe Machine Operators and Tenders,0,2.13,1.88,2.63,2.63,2.63,3,2.88,3.36,3.19,2.38,1.75,1.12,2.5,1.25,3.11,2.24,3.11,3.23,3.26,2.37
49-9097.00,Signal and Track Switch Repairers,NA,2.5,2.13,3.38,3.5,3.38,3.38,2.88,3.41,4.05,3.12,2.88,2.62,2.88,0.38,3.13,3.35,4.04,2.85,4.82,2.04
27-2042.01,Singers,0,3.38,3.5,2.75,2.63,2.5,2.88,2.88,3.56,2.87,2.88,2.88,2.38,2.38,1.5,3.02,1.17,3.33,4.07,3.32,2.63
39-5094.00,Skincare Specialists,NA,3,2.88,3,3,3,2.88,3,3.86,3.24,3,2.88,2.75,2.88,1.75,2.03,2.25,3.23,3.99,3.97,1.46
51-3023.00,Slaughterers and Meat Packers,0,0.88,0.88,2.38,2,2,2.5,2,3.29,3.21,1.88,1.5,1.25,1.75,0.12,2.13,1.57,2.04,1.73,2.03,1.69
39-1012.00,Slot Supervisors,NA,2.12,2.12,3.12,3,3,3,2.25,2.55,2.88,3.75,2.25,1.88,2.88,0,3.81,2.99,3.62,2.89,4.51,2.41
11-9151.00,Social and Community Service Managers,NA,3.75,3.75,4,4.12,3.88,3.5,3.38,3.89,4.17,4.12,3.88,3.75,4.12,3.38,3.54,3.52,4.42,3.99,4.71,4.04
21-1093.00,Social and Human Service Assistants,NA,3,3,3.88,3.88,3.25,3.12,3,3.6,3.85,3.75,3.12,3.25,3,1.38,4.1,2.99,4.63,3.89,4.6,3.66
19-4061.00,Social Science Research Assistants,NA,3.13,3,3.5,3.63,3.5,3.5,3.25,3.87,4.54,3.75,3.5,3.12,3.25,2.38,3.78,4.66,4.02,4.48,4.81,3.52
25-1113.00,"Social Work Teachers, Postsecondary",NA,3.62,3.75,3.75,4.25,4.12,3.5,3.38,4.17,4.62,4.25,4.5,4.5,3.75,2.88,5.02,5.71,5.31,5.57,6.3,4.88
19-3041.00,Sociologists,NA,3.62,3.88,3.75,4.25,4.12,3.5,3.62,4.09,4.95,4.25,4.12,4,3.75,2.5,4.36,6.27,4.91,5.86,5.86,3.86
25-1067.00,"Sociology Teachers, Postsecondary",NA,3.12,3.12,3.5,4,3.88,3.12,3,4.36,4.73,4.12,4.38,4.5,3.75,2.88,5.02,4.6,4.61,5.56,5.01,4.29
15-1132.00,"Software Developers, Applications",NA,3.88,3.88,4,4,4,3.88,3.88,4.35,4.85,4,3.62,3.12,4.12,3.75,3.02,4.93,4.48,5.17,5.79,3.68
15-1133.00,"Software Developers, Systems Software",NA,3.25,3.5,4,4,3.88,3.88,3.25,4.1,4.57,3.75,3,2.75,3.38,2.5,2.36,4.74,5.23,5.95,5.92,3.5
15-1199.01,Software Quality Assurance Engineers and Testers,NA,3.25,3.25,3.75,4,4,4,3.38,3.5,4.65,3.88,3,2.88,3.25,3.38,3.7,5.07,4.56,4.96,5.59,3.59
19-1013.00,Soil and Plant Scientists,NA,4,4.12,4.25,4.62,4.75,4,4,3.96,4.27,4.25,4.25,3.75,4.25,3.62,3.89,5.74,5.26,5.11,5.74,4.26
19-1031.01,Soil and Water Conservationists,NA,3.62,3.88,4.12,4.12,4.12,3.5,3.5,3.48,4,4,3.75,3.25,3.75,3.38,4.05,4.19,4.9,4.05,4.9,3.29
47-1011.03,Solar Energy Installation Managers,NA,3.25,3.38,3.75,3.62,3.5,3.25,3.12,3.68,4.1,3.75,3.25,3,3.5,1.75,4.67,3.98,4.54,4.63,5.47,3.46
17-2199.11,Solar Energy Systems Engineers,NA,3.62,3.75,4,4.12,4,3.75,3.62,3.73,4.05,3.88,3.62,3,3.5,2,3.76,4.24,4.48,4.48,5.1,3.14
47-2231.00,Solar Photovoltaic Installers,NA,2.62,2.5,3.25,3.25,3,3.5,3.12,3.22,3.31,3.5,3,2.38,3.12,1.62,2.86,2.98,3.77,3.65,4.44,2.02
41-4011.07,Solar Sales Representatives and Assessors,NA,3.25,3,3.38,3.75,3.38,3.5,3.5,2.96,3.41,3.75,3.38,2.5,3.12,1.88,3.79,3.43,4.68,3.99,4.72,3.23
47-4099.02,Solar Thermal Installers and Technicians,NA,3,3,3.25,3.12,3.12,3.25,3.12,4.07,4.4,3.5,3.12,2.88,3,1.12,3.36,3.56,3.21,4.15,3.93,2.84
51-4121.07,Solderers and Brazers,NA,0.75,0.88,2.38,2.12,2.12,2.12,2.12,3.1,2.87,2.38,1.88,1.38,2.25,0.38,2.04,2.12,2.39,2.21,2.77,1.69
27-4014.00,Sound Engineering Technicians,NA,3.5,3.38,3.12,3.25,3.12,3.75,3.38,4.16,3.78,3.5,3.25,2.75,3.12,0.5,3.81,3.13,4.72,5.7,5.44,3.1
39-1021.01,Spa Managers,NA,3.38,3.38,3.62,3.88,3.5,3.38,3.38,4.03,3.88,4,3.88,3.62,3.12,0.88,4.53,4.15,4.8,3.97,5.11,3.41
25-2052.00,"Special Education Teachers, Kindergarten and Elementary School",NA,3.5,3.62,3.88,3.88,3.75,3.5,3,3.74,4.06,3.62,3.75,4,3.25,1,2.42,4.04,4.64,4.39,4.83,4.58
25-2053.00,"Special Education Teachers, Middle School",NA,3.88,3.88,3.88,3.88,3.88,3.75,3.12,4.18,4.31,3.88,3.88,4.12,3.12,0.62,3.61,4.76,4.39,4.59,5.09,4.36
25-2054.00,"Special Education Teachers, Secondary School",NA,3.38,3.75,3.88,3.88,3.88,3.38,3.62,3.76,3.9,4,3.88,4.75,3.25,2.38,4.18,4.27,4.8,4.79,4.95,4.21
29-1127.00,Speech-Language Pathologists,NA,3.88,4,4.25,4,4.25,3.62,3.62,3.72,3.95,4,4,4,3.75,3,3.25,4.24,4.61,4.2,5,4.45
31-9099.01,Speech-Language Pathology Assistants,NA,2.75,2.5,3.5,3.12,3.25,3.12,2.88,4.44,4.39,3.5,2.75,3.12,3.12,0.62,3.77,3.4,4.2,3.79,4.48,3.66
29-1069.11,Sports Medicine Physicians,0,3.75,3.5,5.12,4.75,4.88,3.88,3.5,3.83,4.35,4.5,4.38,3.88,4,1.62,4.75,5.96,6.6,4.81,6.03,3.78
43-3021.01,Statement Clerks,NA,2.12,2.12,3.12,3,3,3,3,3.5,3.76,3.12,2.38,2,2.25,0,3.94,3.69,4.09,2.89,3.56,1.87
51-8021.00,Stationary Engineers and Boiler Operators,NA,2.25,2.12,3.25,3,3,3,3,3.38,3.71,3.12,2.62,2.12,3,1.75,3.3,4.2,4.93,4.48,4.55,4.07
43-9111.00,Statistical Assistants,NA,3.5,3.12,3.38,3.88,3.38,3.75,3.38,3.2,4.43,3.88,3.75,3,3.38,1.38,1.7,5.29,4.26,3.36,4.91,3.01
15-2041.00,Statisticians,1,3.75,3.62,3.88,4.88,4.5,4.12,4,3.68,4.76,4.5,4.38,3.5,3.88,3.62,3.48,6.44,5.44,5.6,5.32,3.56
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",NA,0.88,1.12,2.62,2.75,2.75,2.88,2.62,2.43,2.53,2.88,2.12,0.62,2.38,0.62,1.47,1.48,1.64,1.53,2.32,1.11
43-5081.01,"Stock Clerks, Sales Floor",NA,2.25,2.25,3,2.88,2.62,2.88,3,2.68,2.77,3,2.5,1.62,2.12,0.75,2.55,2.62,2.71,2.58,2.78,1.87
51-9195.03,"Stone Cutters and Carvers, Manufacturing",NA,2.62,2.75,3,2.75,2.75,2.88,3,3.07,3.38,2.88,2,2.25,2.38,2.12,3.35,3.39,4.06,3.64,3.82,2.51
47-2022.00,Stonemasons,0,2.5,2.75,2.88,2.63,2.75,2.75,2.63,3.55,3.31,3,2.62,2.38,2.88,1.62,3.22,2.2,4.05,3.2,2.74,2
11-3071.02,Storage and Distribution Managers,NA,3.12,3.12,3.88,3.5,3.75,3.5,3.12,3.88,4.17,4,3.25,3.25,3.12,3,4.26,4.13,4.88,4.33,4.61,4.21
47-2221.00,Structural Iron and Steel Workers,0,2.75,2.5,3,3,3,3.25,2.75,3.39,3.44,3.12,3,3,2.88,2,3,2.14,3.82,3.16,3.25,2.65
51-2041.00,Structural Metal Fabricators and Fitters,0,1,1,3,3,2.88,3,3,3.43,3.55,2.25,1.62,0.75,2.25,1.25,2.63,2.45,3.64,3.39,3.43,2.19
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,NA,3.12,3.25,4.38,4.12,4,3.5,3.25,3.6,4.09,4,3.75,3.62,3.25,1.38,3.89,3.3,4.38,4.17,4.9,3.41
53-4041.00,Subway and Streetcar Operators,0,1.75,1.88,3.25,3.25,3,3.13,2.63,2.57,3.17,3.38,3,2.5,2.62,1.25,2.81,2.54,4.17,1.84,4.23,1.31
11-9199.04,Supply Chain Managers,NA,3.25,3.25,4,3.88,3.88,3.75,3.75,3.9,4.33,4,3.75,3.25,4,2.38,4.05,4.9,5.19,4.62,5,4.81
29-1067.00,Surgeons,1,4.25,4.25,6,5.12,5.62,4.5,4.25,3.75,4.31,4.88,5,4,4.75,3.12,4.37,5.49,6.53,4.67,6.21,4.16
29-2099.07,Surgical Assistants,NA,2.75,2.88,3.88,3.62,3.62,3.5,3,3.68,4.1,3.5,3.12,3.12,3.12,0.88,4.51,3.75,5.25,3.86,5.49,3.15
29-2055.00,Surgical Technologists,NA,2.88,2.5,3.75,3.38,3.12,3.38,3,3.75,3.82,3.12,3,3.12,3,1.88,4.23,3.12,4.39,3.44,5.01,3.13
19-3022.00,Survey Researchers,NA,3.5,3.5,3.5,4.12,4.12,4,3.88,3.59,4.65,4.12,3.75,3.62,3.88,2.62,4.5,5.77,5.27,5.58,5.81,4.42
17-3031.01,Surveying Technicians,NA,3,3,3.38,3,3,3.38,3,2.88,4,3.12,2.88,2.88,3,2,2.58,3.92,3.88,3.33,4.29,2.25
17-1022.00,Surveyors,NA,3,2.88,3.62,4.12,4,3.88,3.75,3.33,4.47,4,3.38,3.5,3.25,1.88,3.68,4.9,5.39,3.58,4.87,3.61
13-1199.05,Sustainability Specialists,NA,3.38,3.5,3.62,3.88,3.62,3.25,3.12,3.89,4.25,3.88,3.25,3.12,3.62,2,3.89,4.18,4.68,4.29,5.18,4.41
43-2011.00,"Switchboard Operators, Including Answering Service",NA,1.75,1.75,2.62,2.62,2.5,2.38,2.5,2.86,3.21,2.75,2.25,2,2.25,0.5,2.22,2.86,3.28,2.44,3.31,1.15
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",NA,2.5,2.63,2.63,2.63,2.75,3.25,2.75,3.99,3.24,3.12,2.75,1.88,2.88,2.75,3.04,1.71,4.08,3.55,2.66,1.15
27-2012.04,Talent Directors,NA,3.63,3.38,3.38,3.5,3.5,2.88,3.5,3.78,3.61,3.62,3.25,2.62,3.25,2.12,4.62,3.69,4.88,4.69,4.37,3.89
53-7121.00,"Tank Car, Truck, and Ship Loaders",NA,2.13,2,3.13,3,2.88,2.88,2.75,3.56,3.53,2.75,2.62,2.62,2.75,0.25,4.2,3.63,4.33,4.23,4.83,3.49
47-2082.00,Tapers,NA,1.88,1.5,2.5,2.62,2.62,2.62,2.25,3.02,2.82,2.38,2,2,2.25,1.12,2.29,1.27,2.72,1.91,2.94,2.01
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",NA,3,2.75,3.12,4,3.75,3.25,3,3.77,4.38,3.62,3.62,3,3,1.5,3.5,4.64,5.07,3.22,4.91,2.86
13-2082.00,Tax Preparers,NA,2.88,2.62,3,3.75,3.12,3.12,3,2.55,3.9,3.62,3.12,3,3.12,1.88,3.15,4.32,3.68,2.74,5.16,2.4
53-3041.00,Taxi Drivers and Chauffeurs,NA,2,2.12,3,2.75,2.88,2.75,2.12,3.2,3.46,2.75,2.12,2,2.12,0.25,2.86,2.4,3.68,2.96,2.99,2.2
25-9041.00,Teacher Assistants,NA,2.88,2.75,3.25,3,2.88,3,2.75,3.66,3.27,3,3.12,3.5,2.5,0.62,1.49,1.35,2.38,2.77,2.4,1.65
51-2092.00,Team Assemblers,NA,1.88,1.88,2.88,2.75,2.75,3.25,2.75,3.98,3.85,3,2.12,2.38,2.5,0.5,3.49,3.16,4.03,2.13,3.98,1.36
27-2012.05,Technical Directors/Managers,NA,3.62,3.75,4.25,4.12,3.5,3.5,3.38,4.02,3.56,4,3.38,3.5,3.5,2,4.2,3.17,4.28,4.79,5.21,3.02
27-3042.00,Technical Writers,NA,3.25,3,3.12,4,3.12,4,3.12,3.54,3.83,3.88,3.62,2.25,3,2.5,3.44,4.57,3.47,3.93,5.35,3.01
15-1143.01,Telecommunications Engineering Specialists,NA,3.38,3.25,3.75,3.62,3.5,3.5,3.38,4.09,4.39,3.5,3.62,3,3.5,1.88,4.13,4.7,4.78,4.64,5.86,3.55
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",NA,3,2.88,3.25,3.25,3.25,3.5,3,3.3,4.07,3.75,3,2.88,3.25,1.75,3.1,2.76,3.97,3.79,4.87,2.58
49-9052.00,Telecommunications Line Installers and Repairers,NA,2.38,2.38,3,3,3,2.88,2.88,3.58,4.16,3.12,2.62,2,3,1,2.51,3.05,3.56,3.62,4.37,2.28
41-9041.00,Telemarketers,NA,2.5,2.38,2.63,2.63,2.75,2,1.63,2.68,2.92,3.38,1.5,0.5,2.25,1.38,1.91,1.35,2.43,1.92,3.06,1.32
43-2021.00,Telephone Operators,NA,2.25,2,2.88,2.75,2.88,2.5,2.38,3.4,3.4,3.25,2,1.88,2.62,0.75,3.75,2.64,3.27,2.53,5.34,3.66
43-3071.00,Tellers,NA,2.38,2.25,3.25,3.25,3.12,3,3,3.36,3.83,3.25,3,2.5,2.88,0.25,3.64,4.26,3.57,2.82,4.8,2.61
47-2053.00,Terrazzo Workers and Finishers,NA,2.12,2,2.5,2.5,2.25,2.62,2.62,2.82,3.46,2.38,2.12,2.12,2.38,1,3.02,2.45,3.93,3.6,3.46,2.67
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,NA,2.13,2.13,3.13,2.88,2.88,3.13,2.88,2.79,3.03,2.62,2,1.75,2.25,1.5,3.26,2.6,3.67,3.63,3.57,2.84
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",NA,2,2.13,3,2.75,2.5,2.88,2.88,3.35,3.49,2.62,2.25,2.38,2.62,1.62,4.25,3.22,4.66,3.38,3.79,2.68
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",NA,1.25,1.5,2.88,2.5,2.38,2.75,2.75,3.05,3.02,2.5,1.5,1.62,2,1.88,2.67,1.47,1.65,1.52,3.61,1.09
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",NA,2,2,3.25,2.63,2.38,2.63,2.88,3,2.71,2.88,2.12,2.38,2.38,1.62,3.89,3.28,4.03,2.72,3.2,2.11
47-2044.00,Tile and Marble Setters,NA,2.62,2.75,2.88,3,3,3.38,3.12,3.17,2.8,3.12,2.5,2.25,2.62,1.62,3.84,2.21,3.75,4.35,4.25,3.31
51-2093.00,Timing Device Assemblers and Adjusters,NA,2.38,2.25,3,2.88,2.88,3.25,2.88,3.24,3.15,2.88,2.25,2,2.75,0.88,3.18,2.48,3.48,3.29,3.19,2.79
51-9197.00,Tire Builders,NA,1.88,1.88,2.75,2.75,2.63,2.75,2.5,2.89,2.52,2.5,1.88,1.62,2,1,3.2,1.88,2.98,2.09,3.85,1.63
49-3093.00,Tire Repairers and Changers,0,2,2,2.88,2.88,2.12,2.88,2.25,3.6,3.43,2.38,2,2.25,2.25,0,3.53,3.27,4,2.76,3.75,2.47
23-2093.00,"Title Examiners, Abstractors, and Searchers",NA,2,1.88,2.88,3.38,3.12,3,3.12,2.82,3.79,3.62,3.12,2.12,3,1,2.69,4.69,4.35,2.09,4.09,2.58
51-4111.00,Tool and Die Makers,NA,2.62,2.88,3.25,3.5,3.38,3.75,4,3.95,4.21,3,3,2.38,3,3,4.01,3.97,4.75,5.05,4.74,3.57
51-4194.00,"Tool Grinders, Filers, and Sharpeners",NA,2.25,2.12,3,3,2.62,3,3,3.52,3.82,2.88,2.62,2.38,2.75,1.38,3.06,2.29,3.31,2.61,3,1.97
39-7011.00,Tour Guides and Escorts,NA,2.25,2.5,3.12,2.88,2.88,2.75,2.5,3.37,3.24,3.25,2.25,2.62,2.12,0.88,2.72,2.35,2.69,3.58,3.34,2.2
53-6041.00,Traffic Technicians,NA,3.12,3,3.38,3.88,3.38,3.5,3.25,3.6,4.18,3.5,3.12,2.88,3.62,3.38,2.84,3.89,4.19,3.38,4.27,2.63
11-3131.00,Training and Development Managers,NA,4.12,4,3.88,4.25,4,3.88,3.62,3.67,3.89,4,4.25,5.25,4,2.88,4.33,4.56,4.81,4.78,5.3,4.44
13-1151.00,Training and Development Specialists,NA,3.62,3.88,3.62,4,3.5,3.25,3.5,3.97,3.94,4,3.75,4.88,3.12,3.88,4.08,4.78,5.06,5.28,5.53,4.33
33-3052.00,Transit and Railroad Police,NA,3,3,4,3.88,3.88,3,3,3.32,4.03,3.38,3,3.25,3,1.75,2.69,2.33,4.07,2.68,4.8,3.42
53-6061.00,"Transportation Attendants, Except Flight Attendants",NA,2.12,2.12,3.25,2.88,2.88,2.62,2.88,2.74,3.6,3.25,2.5,1.5,2.38,0.38,1.42,1.28,2.52,1.77,2.28,0.86
17-2051.01,Transportation Engineers,NA,4.12,3.88,4.5,4.88,4.12,4.12,4.12,3.59,4.55,4.12,4,3.12,4.12,4,3.59,4.82,5.59,4.45,5.14,3.77
11-3071.01,Transportation Managers,NA,3.75,3.5,4,4.12,3.75,3.88,3.38,3.67,3.82,4,3.62,3.5,3.5,3.12,4.09,4.14,4.85,4.68,4.4,3.65
19-3099.01,Transportation Planners,NA,3.88,3.75,4,4,3.88,3.88,3.5,3.96,4.5,4.25,3.75,3.12,3.88,3.12,3.12,5.12,5.79,4.88,5.25,5.08
33-9093.00,Transportation Security Screeners,NA,2.5,2.38,3.88,3.38,3.5,3.25,3,2.5,2.63,3.5,3,2.75,2.75,1.38,2.85,2.78,3.89,2.3,4.19,2.26
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",NA,2.12,2,3.12,3,3,3,2.88,3.47,3.36,2.88,2,1.88,2.25,0.88,2.09,2.81,3.52,2.18,3.38,1.2
41-3041.00,Travel Agents,NA,3.5,3,2.88,3.75,3,3,3,2.35,3.26,3.75,3.12,2.25,2.88,1.25,3.77,3.55,4.06,2.98,4.45,2.43
39-7012.00,Travel Guides,NA,3.38,3.38,3.38,3.38,3.25,3.25,3.13,4.03,3.34,3.5,2.88,3.12,3.12,1.62,3.86,2.4,3.71,3.71,3.26,2.12
11-3031.01,Treasurers and Controllers,NA,3.62,3.38,4.75,4.5,4.12,3.88,3.62,3.57,4.63,4.5,4.25,3.38,4.12,3.25,4.38,5.6,6.1,4.53,5.3,5.34
37-3013.00,Tree Trimmers and Pruners,NA,2.25,2.25,3.25,3,3,3,2.88,3.1,3.49,3,2.12,2,2.75,0.38,3.4,2.79,4.73,3.3,4.19,3.2
25-3099.02,Tutors,NA,3.25,3.38,3.62,3.25,3.25,3.25,2.88,3.38,3.62,3.62,3.5,3.88,3.25,1.12,2.65,2.62,3.68,3.88,4.73,3.24
27-2023.00,"Umpires, Referees, and Other Sports Officials",NA,2.12,2.12,3.5,3.38,3.12,3.12,2.75,2.64,3.52,3.62,3.12,2.88,2.88,0.75,3.91,2.79,4.79,2.48,4.39,2.3
51-6093.00,Upholsterers,NA,2.88,3,3,3,2.88,3.12,3,3.45,3.15,3.12,2.88,2.75,3,1.75,3.35,2.79,3.78,4.47,3.65,2.84
19-3051.00,Urban and Regional Planners,NA,4.12,4,4,4,4,3.88,3.88,3.97,4.49,4.25,4,3,4,3.88,4.31,5.17,5.33,5.19,5.08,5.89
29-1069.12,Urologists,NA,3.25,3.25,5.25,4.62,5.12,3.88,3.75,4.08,4.91,4.12,3.88,3.38,4.38,0,4.26,5.08,5.78,4.26,5.68,3.82
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",0,2,2,2.88,2.38,2.25,2.25,2.12,2.66,2.44,2.62,2.12,1.25,2.12,0.38,2.18,1.72,2.42,1.91,2.65,1.59
17-2199.02,Validation Engineers,NA,3.12,3.12,4.12,4.38,4.12,4,3.88,2.9,4.3,4.12,3.62,3.12,4,4,4.65,5.32,5.05,4,5.26,3.55
29-1131.00,Veterinarians,NA,3.25,3.12,5.12,4.38,4.75,3.88,3.25,3.44,4.34,4.25,4,3.38,3.38,2.88,3.68,4.55,5.61,3.72,5.76,3.39
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,NA,2.25,2,3.75,3,3,3,2.88,3.27,3.31,3.12,3,2.38,2.38,2,2.98,3.71,4.12,2.62,4.4,2.57
29-2056.00,Veterinary Technologists and Technicians,NA,2.88,2.88,4,3.75,3.88,3.38,3.88,3.45,3.55,3.88,3.12,3.12,3,1.62,2.71,3.83,3.85,2.71,5.17,2.07
15-1199.11,Video Game Designers,NA,4.12,4.12,3.62,3.88,3.88,3.62,3.38,4.67,4.48,3.88,3.62,3,3.62,2.88,3.71,4.62,5.24,6.48,5.29,3.81
25-1194.00,"Vocational Education Teachers, Postsecondary",NA,3,3.25,3.38,3.88,3.25,3.38,3.12,4.15,4.04,3.88,3.75,4.25,3.25,2.62,4.02,2.89,4.28,4.46,4.6,3.02
35-3031.00,Waiters and Waitresses,0,2.12,2.12,2.88,2.25,2.25,2.25,2.12,2.86,2.86,2.75,2.12,2.12,2.12,0,2.98,1.78,2.7,2.55,3.03,1.61
49-9064.00,Watch Repairers,NA,2.25,2.62,3.12,3,3,3.12,3,3.28,4.12,3,2.25,1.62,2.88,1,4.72,4.26,4.38,3.69,4.15,2.71
51-8031.00,Water and Wastewater Treatment Plant and System Operators,NA,3,2.5,4,3.38,3.25,3.12,3.12,3.11,3.48,3.25,3.12,2.75,3,0.75,3.7,4.23,4.72,4.45,5.16,3.3
11-9121.02,Water Resource Specialists,NA,3.38,3.38,3.75,4,4,3.62,3.25,3.41,4.46,4,3.75,3.25,3.88,2.38,4.28,5.83,5.69,5.1,5.55,4.83
17-2081.01,Water/Wastewater Engineers,NA,4,3.88,4.38,4.88,4.25,4.25,4.25,3.76,4.66,4.38,4.38,3.62,4.62,4,4.71,5.43,5.75,5.18,5.5,4.68
47-4099.03,Weatherization Installers and Technicians,NA,2.5,2.5,3.12,3.25,3.25,3.12,3,3.48,3.79,3.12,2.75,2.25,2.38,1.5,2.86,3.34,4,3.52,4.03,2.56
15-1199.03,Web Administrators,1,3.12,3.25,4,4,3.88,3.75,3.25,4,4.5,4.12,3.75,3,3.88,3.5,2.75,4.5,5,5.65,5.65,3.9
15-1134.00,Web Developers,NA,3.62,3.62,3.75,4,3.38,3.75,3.5,3.92,4.17,3.88,3.62,3.12,3.62,4,3.5,4.25,4.96,5.75,5.5,3.83
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",NA,2.12,2.12,2.88,3.12,3,3,3.25,3.17,3.62,3,2.75,2.5,2.75,0.5,3.71,4.32,3.91,3.26,4.17,2.77
51-4121.06,"Welders, Cutters, and Welder Fitters",NA,2.38,2.38,2.88,2.88,2.75,2.62,3,3.99,3.91,3,2.5,2.25,2.38,1.38,3.24,2.57,3.38,3.76,3.62,2.3
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",NA,1.62,1.62,2.88,3,3,3,3.12,3.07,2.68,3,2,1.88,2.5,1.25,2.75,2.46,3.64,3.17,3.31,2.53
53-7073.00,Wellhead Pumpers,NA,1.5,1.75,3.13,2.88,2.88,3,3.13,3.18,3.67,3.12,2.12,0.75,2.88,0.5,3.22,3.23,3.93,3.11,4.18,2.18
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",NA,3.12,3.12,3.5,4,3.38,3.25,3.75,3.58,3.83,4,3.88,3.25,3.12,2,3.35,3.28,4.42,3.44,4.72,3.12
17-2199.10,Wind Energy Engineers,NA,3.5,3.62,3.75,4.38,3.88,3.75,3.5,4.01,4.63,4.5,3.75,2.88,4,3.62,3.73,4.75,4.83,4.29,4.95,3.57
11-9199.09,Wind Energy Operations Managers,NA,3.38,3.38,3.88,4,3.62,3.62,3.62,3.56,4.17,3.88,3.5,3.38,3.5,1.75,4.44,4.48,4.86,4.6,4.87,4.05
11-9199.10,Wind Energy Project Managers,NA,3.38,3.25,4,4.38,4,3.38,3.25,3.47,3.79,4.25,4,2.88,3.25,1.62,4.69,4.66,5.32,4.36,4.95,3.96
49-9081.00,Wind Turbine Service Technicians,NA,2.88,2.62,3.38,3.75,3.25,3.38,3,3.21,4.06,3.12,2.88,3,3,1.25,3.3,3.12,3.88,3.59,4.72,2.71
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0,2,2,2.88,2.88,2.75,2.88,2.88,3.44,3.48,2.88,2.12,2.12,2.5,1.62,2.76,2.09,2.89,2.44,2.84,1.38
43-9022.00,Word Processors and Typists,0,1.88,1.75,2.75,2.88,2.62,3,2.88,3.67,3.33,2.5,2,1.5,2,0.75,1.57,2.99,2.9,2.96,3.28,1.76
19-1023.00,Zoologists and Wildlife Biologists,NA,3.25,3.12,3.88,4,4,4,4,3.21,3.91,4.12,3.75,3,3.75,1.38,3.82,5.45,5.11,4.73,5.59,4.86
